id	vocalized	unvocalized	rule	category	note	first	second
8645	بَيْع الْبَرَاءَةِ	بيع البراءة	50	مضاف إليه		بيع	البراءة
8646	بَيْع الْبُسْتَانِ	بيع البستان	50	مضاف إليه		بيع	البستان
8647	بَيْع التَّرِكَةِ	بيع التركة	50	مضاف إليه		بيع	التركة
8648	بَيْعِ التَّعَاطِي	بيع التعاطي	50			بيع	التعاطي
8649	بَيْع التَّمْرِ	بيع التمر	50	مضاف إليه		بيع	التمر
8650	بَيْع الثِّمَارِ	بيع الثمار	50	مضاف إليه		بيع	الثمار
8651	بَيْع الثَّمَرِ	بيع الثمر	50	مضاف إليه		بيع	الثمر
8652	بَيْع الثَّمَرَةِ	بيع الثمرة	50	مضاف إليه		بيع	الثمرة
8653	بَيْعِ الثُّنْيَا	بيع الثنيا	50			بيع	الثنيا
8654	بَيْع الْجَارِيَةِ	بيع الجارية	50	مضاف إليه		بيع	الجارية
8655	بَيْعِ الْجَانِي	بيع الجاني	50			بيع	الجاني
8656	بَيْع الْجُزَافِ	بيع الجزاف	50	مضاف إليه		بيع	الجزاف
8657	بَيْع الْحَاضِرِ	بيع الحاضر	50	مضاف إليه		بيع	الحاضر
8658	بَيْع الْحَصَاةِ	بيع الحصاة	50	مضاف إليه		بيع	الحصاة
8659	بَيْع الْحِنْطَةِ	بيع الحنطة	50	مضاف إليه		بيع	الحنطة
8660	بَيْع الْحَيَوَانِ	بيع الحيوان	50	مضاف إليه		بيع	الحيوان
8661	بَيْع الْخَمْرِ	بيع الخمر	50	مضاف إليه		بيع	الخمر
8662	بَيْع الْخِيَارِ	بيع الخيار	50	مضاف إليه		بيع	الخيار
8663	بَيْع الدَّابَّةِ	بيع الدابة	50	مضاف إليه		بيع	الدابة
8664	بَيْع الدَّارِ	بيع الدار	50	مضاف إليه		بيع	الدار
8665	بَيْع الدَّيْنِ	بيع الدين	50	مضاف إليه		بيع	الدين
8666	بَيْع الذَّهَبِ	بيع الذهب	50	مضاف إليه		بيع	الذهب
8667	بَيْع الرِّبَوِيِّ	بيع الربوي	50	مضاف إليه		بيع	الربوي
8668	بَيْع الرُّطَبِ	بيع الرطب	50	مضاف إليه		بيع	الرطب
8669	بَيْع الرَّهْنِ	بيع الرهن	50	مضاف إليه		بيع	الرهن
8670	بَيْع الزَّرْعِ	بيع الزرع	50	مضاف إليه		بيع	الزرع
8671	بَيْع السِّلَاحِ	بيع السلاح	50	مضاف إليه		بيع	السلاح
8672	بَيْع السُّلْطَانِ	بيع السلطان	50	مضاف إليه		بيع	السلطان
8673	بَيْع السِّلَعِ	بيع السلع	50	مضاف إليه		بيع	السلع
8674	بَيْع السِّلْعَةِ	بيع السلعة	50	مضاف إليه		بيع	السلعة
8675	بَيْعِ السِّنِينَ	بيع السنين	50			بيع	السنين
8676	بَيْع السِّهَامِ	بيع السهام	50	مضاف إليه		بيع	السهام
8677	بَيْع الشَّجَرِ	بيع الشجر	50	مضاف إليه		بيع	الشجر
8678	بَيْع الصُّبْرَةِ	بيع الصبرة	50	مضاف إليه		بيع	الصبرة
8679	بَيْع الطَّعَامِ	بيع الطعام	50	مضاف إليه		بيع	الطعام
8680	بَيْع الْعَبْدِ	بيع العبد	50	مضاف إليه		بيع	العبد
8681	بَيْعِ الْعَرَايَا	بيع العرايا	50			بيع	العرايا
8682	بَيْع الْعُرْبَانِ	بيع العربان	50	مضاف إليه		بيع	العربان
8683	بَيْع الْعَرِيَّةِ	بيع العرية	50	مضاف إليه		بيع	العرية
8684	بَيْع الْعَقَارِ	بيع العقار	50	مضاف إليه		بيع	العقار
8685	بَيْع الْعِنَبِ	بيع العنب	50	مضاف إليه		بيع	العنب
8686	بَيْع الْعَيْنِ	بيع العين	50	مضاف إليه		بيع	العين
8687	بَيْع الْعِينَةِ	بيع العينة	50	مضاف إليه		بيع	العينة
8688	بَيْع الْغَائِبِ	بيع الغائب	50	مضاف إليه		بيع	الغائب
8689	بَيْع الْغَرَرِ	بيع الغرر	50	مضاف إليه		بيع	الغرر
8690	بَيْع الْفُضُولِيِّ	بيع الفضولي	50	مضاف إليه		بيع	الفضولي
8691	بَيْعِ الْقَاضِي	بيع القاضي	50			بيع	القاضي
8692	بَيْع الْكَالِئِ	بيع الكالئ	50	مضاف إليه		بيع	الكالئ
8693	بَيْع الْكُلِّ	بيع الكل	50	مضاف إليه		بيع	الكل
8694	بَيْع الْكَلْبِ	بيع الكلب	50	مضاف إليه		بيع	الكلب
8695	بَيْع اللَّحْمِ	بيع اللحم	50	مضاف إليه		بيع	اللحم
8696	بَيْع الْمَاءِ	بيع الماء	50	مضاف إليه		بيع	الماء
8697	بَيْع الْمَالِ	بيع المال	50	مضاف إليه		بيع	المال
8698	بَيْع الْمَبِيعِ	بيع المبيع	50	مضاف إليه		بيع	المبيع
8699	بَيْع الْمُرَابَحَةِ	بيع المرابحة	50	مضاف إليه		بيع	المرابحة
8700	بَيْع الْمَرْهُونِ	بيع المرهون	50	مضاف إليه		بيع	المرهون
8701	بَيْع الْمُزَابَنَةِ	بيع المزابنة	50	مضاف إليه		بيع	المزابنة
8702	بَيْع الْمُسَاوَمَةِ	بيع المساومة	50	مضاف إليه		بيع	المساومة
8703	بَيْع الْمُعَاطَاةِ	بيع المعاطاة	50	مضاف إليه		بيع	المعاطاة
8704	بَيْع الْمُعَيَّنِ	بيع المعين	50	مضاف إليه		بيع	المعين
8705	بَيْع الْمُقَايَضَةِ	بيع المقايضة	50	مضاف إليه		بيع	المقايضة
8706	بَيْع الْمُكْرَهِ	بيع المكره	50	مضاف إليه		بيع	المكره
8707	بَيْع الْمُلَامَسَةِ	بيع الملامسة	50	مضاف إليه		بيع	الملامسة
8708	بَيْع النَّخْلِ	بيع النخل	50	مضاف إليه		بيع	النخل
8709	بَيْع النِّصْفِ	بيع النصف	50	مضاف إليه		بيع	النصف
8710	بَيْع النَّقْدِ	بيع النقد	50	مضاف إليه		بيع	النقد
8711	بَيْع الْهَازِلِ	بيع الهازل	50	مضاف إليه		بيع	الهازل
8712	بَيْع الْوَرِقِ	بيع الورق	50	مضاف إليه		بيع	الورق
8713	بَيْع الْوَصِيِّ	بيع الوصي	50	مضاف إليه		بيع	الوصي
8714	بَيْع الْوَفَاءِ	بيع الوفاء	50	مضاف إليه		بيع	الوفاء
8715	بَيْع الْوَكِيلِ	بيع الوكيل	50	مضاف إليه		بيع	الوكيل
8716	بَيْع الْوَلاءِ	بيع الولاء	50	مضاف إليه	Confused;;Confused;;;بَيْع الْوَلَاءِ;بَيْع الْوَلاَءِ	بيع	الولاء
8717	بَيْعَة الرِّضْوَانِ	بيعة الرضوان	30	مضاف إليه		بيعة	الرضوان
8718	بَيْعَة الْعَقَبَةِ	بيعة العقبة	30	مضاف إليه		بيعة	العقبة
8719	بَيْعَة النّسَاءِ	بيعة النساء	30	مضاف إليه		بيعة	النساء
8720	بَيِّنَة الْآخَرِ	بينة الآخر	30	مضاف إليه		بينة	الآخر
8721	بَيِّنَة الْأَبِ	بينة الأب	30	مضاف إليه		بينة	الأب
8722	بَيِّنَة الْإِبْرَاءِ	بينة الإبراء	30	مضاف إليه		بينة	الإبراء
8723	بَيِّنَة الْإِعْسَارِ	بينة الإعسار	30	مضاف إليه		بينة	الإعسار
8724	بَيِّنَة الْإِقْرَارِ	بينة الإقرار	30	مضاف إليه		بينة	الإقرار
8725	بَيِّنَة الْإِكْرَاهِ	بينة الإكراه	30	مضاف إليه		بينة	الإكراه
8726	بَيِّنَة الِابْنِ	بينة الابن	30	مضاف إليه		بينة	الابن
8727	بَيِّنَة الْبَائِعِ	بينة البائع	30	مضاف إليه		بينة	البائع
8728	بَيِّنَة الْبَيْعِ	بينة البيع	30	مضاف إليه		بينة	البيع
8729	بَيِّنَة التَّعْدِيلِ	بينة التعديل	30	مضاف إليه		بينة	التعديل
8730	بَيِّنَة الْحُدُوثِ	بينة الحدوث	30	مضاف إليه		بينة	الحدوث
8731	بَيِّنَة الْخَارِجِ	بينة الخارج	30	مضاف إليه		بينة	الخارج
8732	بَيِّنَة الدَّاخِلِ	بينة الداخل	30	مضاف إليه		بينة	الداخل
8733	بَيِّنَة الرَّاهِنِ	بينة الراهن	30	مضاف إليه		بينة	الراهن
8734	بَيِّنَة الرَّجُلِ	بينة الرجل	30	مضاف إليه		بينة	الرجل
8735	بَيِّنَة الرَّدِّ	بينة الرد	30	مضاف إليه		بينة	الرد
8736	بَيِّنَة الرُّشْدِ	بينة الرشد	30	مضاف إليه		بينة	الرشد
8737	بَيِّنَة الرَّهْنِ	بينة الرهن	30	مضاف إليه		بينة	الرهن
8738	بَيِّنَةِ الزِّنَا	بينة الزنا	30			بينة	الزنا
8739	بَيِّنَة الزَّوْجِ	بينة الزوج	30	مضاف إليه		بينة	الزوج
8740	بَيِّنَة السَّفَهِ	بينة السفه	30	مضاف إليه		بينة	السفه
8741	بَيِّنَة السَّمَاعِ	بينة السماع	30	مضاف إليه		بينة	السماع
8742	بَيِّنَة الشِّرَاءِ	بينة الشراء	30	مضاف إليه		بينة	الشراء
8743	بَيِّنَة الشَّفِيعِ	بينة الشفيع	30	مضاف إليه		بينة	الشفيع
8744	بَيِّنَة الصِّحَّةِ	بينة الصحة	30	مضاف إليه		بينة	الصحة
8745	بَيِّنَة الضَّرَرِ	بينة الضرر	30	مضاف إليه		بينة	الضرر
8746	بَيِّنَة الطَّالِبِ	بينة الطالب	30	مضاف إليه		بينة	الطالب
8747	بَيِّنَة الْعَامِلِ	بينة العامل	30	مضاف إليه		بينة	العامل
8748	بَيِّنَة الْعَبْدِ	بينة العبد	30	مضاف إليه		بينة	العبد
8749	بَيِّنَة الْغَاصِبِ	بينة الغاصب	30	مضاف إليه		بينة	الغاصب
8750	بَيِّنَة الْمُؤَجِّرِ	بينة المؤجر	30	مضاف إليه		بينة	المؤجر
8751	بَيِّنَة الْمَالِكِ	بينة المالك	30	مضاف إليه		بينة	المالك
8752	بَيِّنَةُ الْمُدَّعَى	بينة المدعى	30		Confused;;;بَيِّنَةِ الْمُدَّعَى	بينة	المدعى
8753	بَيِّنَةَ الْمُدَّعِي	بينة المدعي	30		Confused;;Confused;;;بَيِّنَةُ الْمُدَّعِي;بَيِّنَةِ الْمُدَّعِي	بينة	المدعي
8754	بَيِّنَة الْمَرْأَةِ	بينة المرأة	30	مضاف إليه		بينة	المرأة
8755	بَيِّنَة الْمُرْتَهِنِ	بينة المرتهن	30	مضاف إليه		بينة	المرتهن
8756	بَيِّنَة الْمُزَارِعِ	بينة المزارع	30	مضاف إليه		بينة	المزارع
8757	بَيِّنَة الْمُسْتَأْجِرِ	بينة المستأجر	30	مضاف إليه		بينة	المستأجر
8758	بَيِّنَة الْمُسْلَمِ	بينة المسلم	30	مضاف إليه	Confused;;Confused;;;بَيِّنَة الْمُسْلِمِ;بَيِّنَة الْمُسْلِمِ	بينة	المسلم
8759	بَيِّنَةَ الْمُشْتَرِي	بينة المشتري	30		Confused;;Confused;;;بَيِّنَةُ الْمُشْتَرِي;بَيِّنَةِ الْمُشْتَرِي	بينة	المشتري
8760	بَيِّنَة الْمُضَارِبِ	بينة المضارب	30	مضاف إليه		بينة	المضارب
8761	بَيِّنَة الْمُقَرِّ	بينة المقر	30	مضاف إليه		بينة	المقر
8762	بَيِّنَة الْمِلْكِ	بينة الملك	30	مضاف إليه		بينة	الملك
8763	بَيِّنَةُ الْمَوْلَى	بينة المولى	30			بينة	المولى
8764	بَيِّنَة النَّصْرَانِيِّ	بينة النصراني	30	مضاف إليه		بينة	النصراني
8765	بَيِّنَة الْهِبَةِ	بينة الهبة	30	مضاف إليه		بينة	الهبة
8766	بَيِّنَة الْوَارِثِ	بينة الوارث	30	مضاف إليه		بينة	الوارث
8767	بَيِّنَة الْوَرَثَةِ	بينة الورثة	30	مضاف إليه		بينة	الورثة
8768	بَيِّنَة الْوَكِيلِ	بينة الوكيل	30	مضاف إليه		بينة	الوكيل
8769	بَيِّنَة الْيَسَارِ	بينة اليسار	30	مضاف إليه		بينة	اليسار
8770	بَيِّنَة بَعِيدَة	بينة بعيدة	40	نعت ومنعوت		بينة	بعيدة
8771	بَيِّنَة حَاضِرَة	بينة حاضرة	40	نعت ومنعوت		بينة	حاضرة
8772	بَيِّنَة شَرْعِيَّة	بينة شرعية	40	نعت ومنعوت		بينة	شرعية
8773	بَيِّنَة عَادِلَة	بينة عادلة	40	نعت ومنعوت		بينة	عادلة
8774	بَيِّنَة غَائِبَة	بينة غائبة	40	نعت ومنعوت		بينة	غائبة
8775	بَيِّنَةً فَالْبَيِّنَةُ	بينة فالبينة	40			بينة	فالبينة
8776	بَيِّنَةً فَبَيِّنَةُ	بينة فبينة	40			بينة	فبينة
8777	بُيُوت الدَّارِ	بيوت الدار	50	مضاف إليه		بيوت	الدار
8778	بُيُوت اللَّهِ	بيوت الله	50	مضاف إليه		بيوت	الله
8779	بُيُوع الْآجَالِ	بيوع الآجال	50	مضاف إليه		بيوع	الآجال
8780	بُيُوع الْجَامِعِ	بيوع الجامع	50	مضاف إليه		بيوع	الجامع
8781	بُيُوع الْخَانِيَّةِ	بيوع الخانية	50	مضاف إليه		بيوع	الخانية
8782	بُيُوع الْقُنْيَةِ	بيوع القنية	50	مضاف إليه		بيوع	القنية
8783	تَأْتُوا الْبُيُوتَ	تأتوا البيوت	50			تأتوا	البيوت
8784	تَأْجِيل الدَّيْنِ	تأجيل الدين	50	مضاف إليه		تأجيل	الدين
8785	تَأْجِيل الْقَرْضِ	تأجيل القرض	50	مضاف إليه		تأجيل	القرض
8786	تَأْخُذُهُ النَّارُ	تأخذه النار	50			تأخذه	النار
8787	تَأْخِير الْبَيَانِ	تأخير البيان	50	مضاف إليه		تأخير	البيان
8788	تَأْخِير الصَّلَاةِ	تأخير الصلاة	50	مضاف إليه		تأخير	الصلاة
8789	تَأْخِير الْعِشَاءِ	تأخير العشاء	50	مضاف إليه		تأخير	العشاء
8790	تَأْخِير الْعَصْرِ	تأخير العصر	50	مضاف إليه		تأخير	العصر
8791	تَأْخِير الْمَغْرِبِ	تأخير المغرب	50	مضاف إليه		تأخير	المغرب
8792	تَأْدِيَة الدَّيْنِ	تأدية الدين	30	مضاف إليه		تأدية	الدين
8793	تَأْوِيل الْآيَةِ	تأويل الآية	50	مضاف إليه		تأويل	الآية
8794	تَأْوِيل الأَحَادِيثِ	تأويل الأحاديث	50	مضاف إليه		تأويل	الأحاديث
8795	تَأْوِيل الْأَكْثَرِ	تأويل الأكثر	50	مضاف إليه		تأويل	الأكثر
8796	تَأْوِيل الْحَدِيثِ	تأويل الحديث	50	مضاف إليه		تأويل	الحديث
8797	تَأْوِيل الْقُرْآنِ	تأويل القرآن	50	مضاف إليه		تأويل	القرآن
8798	تَأْوِيل الْمَذْكُورِ	تأويل المذكور	50	مضاف إليه		تأويل	المذكور
8799	تَأْوِيل الْمَصْدَرِ	تأويل المصدر	50	مضاف إليه		تأويل	المصدر
8800	تَاء التَّأْنِيثِ	تاء التأنيث	50	مضاف إليه		تاء	التأنيث
8801	تَابِعَةٌ لِلنَّفَقَةِ	تابعة للنفقة	40			تابعة	للنفقة
8802	تَاج الشَّرِيعَةِ	تاج الشريعة	50	مضاف إليه		تاج	الشريعة
8803	تَارَة وَتَارَة	تارة وتارة	40	نعت ومنعوت		تارة	وتارة
8804	تَارِك الصَّلَاةِ	تارك الصلاة	50	مضاف إليه		تارك	الصلاة
8805	تَارِيخ الْمَوْتِ	تاريخ الموت	50	مضاف إليه		تاريخ	الموت
8806	تَبَدُّل الِاعْتِقَادِ	تبدل الاعتقاد	50	مضاف إليه		تبدل	الاعتقاد
8807	تَبْصِرَة اللَّخْمِيِّ	تبصرة اللخمي	30	مضاف إليه		تبصرة	اللخمي
8808	تَبَعِيَّة الْأَبَوَيْنِ	تبعية الأبوين	30	مضاف إليه		تبعية	الأبوين
8809	تَبَعِيَّة الدَّارِ	تبعية الدار	30	مضاف إليه		تبعية	الدار
8810	تَبَعِيَّةِ السَّابِي	تبعية السابي	30			تبعية	السابي
8811	تَبْلِيغ الرِّسَالَةِ	تبليغ الرسالة	50	مضاف إليه		تبليغ	الرسالة
8812	تَبَيُّن الْحَالِ	تبين الحال	50	مضاف إليه		تبين	الحال
8813	تَبْيِين الْمَحَارِمِ	تبيين المحارم	50	مضاف إليه		تبيين	المحارم
8814	تَتِمَّة التَّسْلِيمِ	تتمة التسليم	30	مضاف إليه		تتمة	التسليم
8815	تَتِمَّة التَّعْرِيفِ	تتمة التعريف	30	مضاف إليه		تتمة	التعريف
8816	تَتِمَّة الْحَدِّ	تتمة الحد	30	مضاف إليه		تتمة	الحد
8817	تَتِمَّة الْحَدِيثِ	تتمة الحديث	30	مضاف إليه		تتمة	الحديث
8818	تَتِمَّةِ الْفَتَاوَى	تتمة الفتاوى	30			تتمة	الفتاوى
8819	تَثْنِيَة الضَّمِيرِ	تثنية الضمير	30	مضاف إليه		تثنية	الضمير
8820	تُجَّارِ الْمُسْلِمِينَ	تجار المسلمين	50			تجار	المسلمين
8821	تِجَارَة الْعَبْدِ	تجارة العبد	30	مضاف إليه		تجارة	العبد
8822	تِجَارَة حَاضِرَة	تجارة حاضرة	40	نعت ومنعوت		تجارة	حاضرة
8823	تَجْدِيد الْعَقْدِ	تجديد العقد	50	مضاف إليه		تجديد	العقد
8824	تَجْدِيد الْقَبْضِ	تجديد القبض	50	مضاف إليه		تجديد	القبض
8825	تَجْدِيد النِّكَاحِ	تجديد النكاح	50	مضاف إليه		تجديد	النكاح
8826	تَجْدِيد النِّيَّةِ	تجديد النية	50	مضاف إليه		تجديد	النية
8827	تَجْدِيد الْوُضُوءِ	تجديد الوضوء	50	مضاف إليه		تجديد	الوضوء
8828	تَجْرِيد الْعِنَايَةِ	تجريد العناية	50	مضاف إليه		تجريد	العناية
8829	تَجْرِيد الْمُزَجَّدِ	تجريد المزجد	50	مضاف إليه		تجريد	المزجد
8830	تَجَزُّؤ الْإِعْتَاقِ	تجزؤ الإعتاق	50	مضاف إليه		تجزؤ	الإعتاق
8831	تَجَزِّي الْإِعْتَاقِ	تجزي الإعتاق	50	مضاف إليه		تجزي	الإعتاق
8832	تَجْهِيز الْمَيِّتِ	تجهيز الميت	50	مضاف إليه		تجهيز	الميت
8833	تَحْت الْجُبَّةِ	تحت الجبة	50	مضاف إليه		تحت	الجبة
8834	تَحْت الْعَرْشِ	تحت العرش	50	مضاف إليه		تحت	العرش
8835	تَحَتُّم الْقَتْلِ	تحتم القتل	50	مضاف إليه		تحتم	القتل
8836	تَحْتِهَا الأَنْهَارُ	تحتها الأنهار	50		Confused;;;تَحْتِهَا الْأَنْهَارُ	تحتها	الأنهار
8837	تَحْتِيَّة سَاكِنَة	تحتية ساكنة	40	نعت ومنعوت		تحتية	ساكنة
8838	تَحْرِير الْأُصُولِ	تحرير الأصول	50	مضاف إليه		تحرير	الأصول
8839	تَحْرِير التَّنْبِيهِ	تحرير التنبيه	50	مضاف إليه		تحرير	التنبيه
8840	تَحْرِير الْجُرْجَانِيِّ	تحرير الجرجاني	50	مضاف إليه		تحرير	الجرجاني
8841	تَحْرِير الْمُصَنِّفِ	تحرير المصنف	50	مضاف إليه		تحرير	المصنف
8842	تَحْرِيف النَّاسِخِ	تحريف الناسخ	50	مضاف إليه		تحريف	الناسخ
8843	تَحْرِيف النُّسَّاخِ	تحريف النساخ	50	مضاف إليه		تحريف	النساخ
8844	تَحْرِيم الِاسْتِمْتَاعِ	تحريم الاستمتاع	50	مضاف إليه		تحريم	الاستمتاع
8845	تَحْرِيم الْبِنْتِ	تحريم البنت	50	مضاف إليه		تحريم	البنت
8846	تَحْرِيم التَّأْفِيفِ	تحريم التأفيف	50	مضاف إليه		تحريم	التأفيف
8847	تَحْرِيم التَّفَاضُلِ	تحريم التفاضل	50	مضاف إليه		تحريم	التفاضل
8848	تَحْرِيم الْجَمْعِ	تحريم الجمع	50	مضاف إليه		تحريم	الجمع
8849	تَحْرِيم الْحَلَالِ	تحريم الحلال	50	مضاف إليه		تحريم	الحلال
8850	تَحْرِيم الْخَمْرِ	تحريم الخمر	50	مضاف إليه		تحريم	الخمر
8851	تَحْرِيمِ الرِّبَا	تحريم الربا	50			تحريم	الربا
8852	تَحْرِيم الضَّرْبِ	تحريم الضرب	50	مضاف إليه		تحريم	الضرب
8853	تَحْرِيم الْمُصَاهَرَةِ	تحريم المصاهرة	50	مضاف إليه		تحريم	المصاهرة
8854	تَحْرِيم الْمَيْتَةِ	تحريم الميتة	50	مضاف إليه		تحريم	الميتة
8855	تَحْرِيم النَّظَرِ	تحريم النظر	50	مضاف إليه		تحريم	النظر
8856	تَحْرِيم النِّكَاحِ	تحريم النكاح	50	مضاف إليه		تحريم	النكاح
8857	تَحْرِيم الْوَطْءِ	تحريم الوطء	50	مضاف إليه		تحريم	الوطء
8858	تَحْرِيمَة الْإِمَامِ	تحريمة الإمام	30	مضاف إليه		تحريمة	الإمام
8859	تَحْرِيمَة الصَّلَاةِ	تحريمة الصلاة	30	مضاف إليه		تحريمة	الصلاة
8860	تَحْصِيل الْحَاصِلِ	تحصيل الحاصل	50	مضاف إليه		تحصيل	الحاصل
8861	تَحْصِيل السُّنَّةِ	تحصيل السنة	50	مضاف إليه		تحصيل	السنة
8862	تَحْصِيل الشَّرْطِ	تحصيل الشرط	50	مضاف إليه		تحصيل	الشرط
8863	تَحْصِيل الْعِتْقِ	تحصيل العتق	50	مضاف إليه		تحصيل	العتق
8864	تَحْصِيل الْعِلْمِ	تحصيل العلم	50	مضاف إليه		تحصيل	العلم
8865	تَحْصِيل الْمَاءِ	تحصيل الماء	50	مضاف إليه		تحصيل	الماء
8866	تَحْصِيل الْمَالِ	تحصيل المال	50	مضاف إليه		تحصيل	المال
8867	تَحْصِيل الْمُسْلَمِ	تحصيل المسلم	50	مضاف إليه		تحصيل	المسلم
8868	تَحْصِيل الْمَقْصُودِ	تحصيل المقصود	50	مضاف إليه		تحصيل	المقصود
8869	تَحْصِيل الْمَنْدُوبِ	تحصيل المندوب	50	مضاف إليه		تحصيل	المندوب
8870	تُحْفَة الْفُقَهَاءِ	تحفة الفقهاء	30	مضاف إليه		تحفة	الفقهاء
8871	تُحْفَة الْمُلُوكِ	تحفة الملوك	30	مضاف إليه		تحفة	الملوك
8872	تَحْقِيقِ الْمَبَانِي	تحقيق المباني	50			تحقيق	المباني
8873	تَحِلَّة الْقَسَمِ	تحلة القسم	30	مضاف إليه		تحلة	القسم
8874	تَحْلِيَةُ آلَةِ	تحلية آلة	40			تحلية	آلة
8875	تَحْلِيَة الْمُصْحَفِ	تحلية المصحف	30	مضاف إليه		تحلية	المصحف
8876	تَحْلِيف الْبَائِعِ	تحليف البائع	50	مضاف إليه		تحليف	البائع
8877	تَحْلِيفِ الْمُدَّعِي	تحليف المدعي	50			تحليف	المدعي
8878	تَحَمُّل الدِّيَةِ	تحمل الدية	50	مضاف إليه		تحمل	الدية
8879	تَحَمُّل الشَّهَادَةِ	تحمل الشهادة	50	مضاف إليه		تحمل	الشهادة
8880	تَحَمُّل الضَّرَرِ	تحمل الضرر	50	مضاف إليه		تحمل	الضرر
8881	تَحْمِيدَةٍ صَدَقَةٌ	تحميدة صدقة	40			تحميدة	صدقة
8882	تَحْوِيلَة مُزْدَوِجَةٍ	تحويلة مزدوجة	40			تحويلة	مزدوجة
8883	تَحِيَّة الْبَيْتِ	تحية البيت	30	مضاف إليه		تحية	البيت
8884	تَحِيَّة الْمَسْجِدِ	تحية المسجد	30	مضاف إليه		تحية	المسجد
8885	تَحِيَّةُ الْمَوْتَى	تحية الموتى	30			تحية	الموتى
8886	تَخَتُّم الذَّهَبِ	تختم الذهب	50	مضاف إليه		تختم	الذهب
8887	تَخْرِيج الْكَرْخِيِّ	تخريج الكرخي	50	مضاف إليه		تخريج	الكرخي
8888	تَخْصِيص الْعَامِّ	تخصيص العام	50	مضاف إليه		تخصيص	العام
8889	تَخْصِيص الْعِلَّةِ	تخصيص العلة	50	مضاف إليه		تخصيص	العلة
8890	تَخْصِيص الْعُمُومِ	تخصيص العموم	50	مضاف إليه		تخصيص	العموم
8891	تَخْفِيف الْيَاءِ	تخفيف الياء	50	مضاف إليه		تخفيف	الياء
8892	تَخَلُّف الْحُكْمِ	تخلف الحكم	50	مضاف إليه		تخلف	الحكم
8893	تَخْلِيل الْأَصَابِعِ	تخليل الأصابع	50	مضاف إليه		تخليل	الأصابع
8894	تُخُوم الْأَرْضِ	تخوم الأرض	50	مضاف إليه		تخوم	الأرض
8895	تَدَاخُل الْعِدَّتَيْنِ	تداخل العدتين	50	مضاف إليه		تداخل	العدتين
8896	تَذَكُّر الْفَائِتَةِ	تذكر الفائتة	50	مضاف إليه		تذكر	الفائتة
8897	تَذْكِرَة الْقُرْطُبِيِّ	تذكرة القرطبي	30	مضاف إليه		تذكرة	القرطبي
8898	تُرَاب الْقَبْرِ	تراب القبر	50	مضاف إليه		تراب	القبر
8899	تُرَاب الْمَسْجِدِ	تراب المسجد	50	مضاف إليه		تراب	المسجد
8900	تُرَاب الْمَعَادِنِ	تراب المعادن	50	مضاف إليه		تراب	المعادن
8901	تُرَاب الْمَعْدِنِ	تراب المعدن	50	مضاف إليه		تراب	المعدن
8902	تُرْبَة الْجَنَّةِ	تربة الجنة	30	مضاف إليه		تربة	الجنة
8903	تَرَتُّب الْحُكْمِ	ترتب الحكم	50	مضاف إليه		ترتب	الحكم
8904	تَرْتِيب الْأَفْرَادِ	ترتيب الأفراد	50	مضاف إليه		ترتيب	الأفراد
8905	تَرْتِيب الْإِرْثِ	ترتيب الإرث	50	مضاف إليه		ترتيب	الإرث
8906	تَرْتِيب الْحُكْمِ	ترتيب الحكم	50	مضاف إليه		ترتيب	الحكم
8907	تَرْتِيب الْعَصَبَاتِ	ترتيب العصبات	50	مضاف إليه		ترتيب	العصبات
8908	تَرْتِيب اللَّفِّ	ترتيب اللف	50	مضاف إليه		ترتيب	اللف
8909	تَرْتِيب الْمُصْحَفِ	ترتيب المصحف	50	مضاف إليه		ترتيب	المصحف
8910	تَرْتِيب الْمِيرَاثِ	ترتيب الميراث	50	مضاف إليه		ترتيب	الميراث
8911	تَرْجَمَة الْبَابِ	ترجمة الباب	30	مضاف إليه		ترجمة	الباب
8912	تَرْجِيح الْأَصْلِ	ترجيح الأصل	50	مضاف إليه		ترجيح	الأصل
8913	تَرْجِيح الْبَيِّنَاتِ	ترجيح البينات	50	مضاف إليه		ترجيح	البينات
8914	تَرْجِيح الْقَوْلِ	ترجيح القول	50	مضاف إليه		ترجيح	القول
8915	تَرْشِيح التَّوْشِيحِ	ترشيح التوشيح	50	مضاف إليه		ترشيح	التوشيح
8916	تُرَع الْجَنَّةِ	ترع الجنة	50	مضاف إليه		ترع	الجنة
8917	تَرْك الْأَخْذِ	ترك الأخذ	50	مضاف إليه		ترك	الأخذ
8918	تَرْك الْأَدَاءِ	ترك الأداء	50	مضاف إليه		ترك	الأداء
8919	تَرْك الْأَذَانِ	ترك الأذان	50	مضاف إليه		ترك	الأذان
8920	تَرْك الْإِجَابَةِ	ترك الإجابة	50	مضاف إليه		ترك	الإجابة
8921	تَرْك الْإِنْفَاقِ	ترك الإنفاق	50	مضاف إليه		ترك	الإنفاق
8922	تَرْك الْبَيْتُوتَةِ	ترك البيتوتة	50	مضاف إليه		ترك	البيتوتة
8923	تَرْك التَّسْمِيَةِ	ترك التسمية	50	مضاف إليه		ترك	التسمية
8924	تَرْك التَّعْظِيمِ	ترك التعظيم	50	مضاف إليه		ترك	التعظيم
8925	تَرْك الْجِمَاعِ	ترك الجماع	50	مضاف إليه		ترك	الجماع
8926	تَرْك الْجَمَاعَةِ	ترك الجماعة	50	مضاف إليه		ترك	الجماعة
